id,name,快捷键,冷却时间,技能消耗,Information
15,炎狼,q,10秒,60/65/70/75/80,召唤炎狼扑向目标方向，炎狼过程中会对碰撞到的敌人造成80/130/180/230/280（+ 额外攻击力加成1.0）点物理伤害，每个命中的目标会为英雄提升8%的移动速度，持续3秒。
15,绯炎斩,w,8/7/6/5/4秒,60,向前方500的一条直线上进行斩击，绯炎对碰到的敌人造成70/120/170/220/270 （额外攻击力加成0.8）点物理伤害并降低命中单位20%的物理抗性，持续3秒。
15,炎狼意志,e,8/7/6/5/4秒,50/55/60/65/70,激活自身炎狼意志，给予身边的敌人奋力一击，造成60/110/160/210/260 （额外攻击力加成0.9）点物理伤害并降低命中单位35%的移动速度，持续3秒。
15,斩炎,r,100/80/60秒,100/125/150法力值,对周围300范围内敌人进行一次火炎斩击，立刻造成250/375/500（ 额外攻击力加成1.0）点物理伤害并眩晕1.5秒。
14,惩戒之炎,被动,无,无,领悟第二魔力源，每次使用技能的同时能聚集魔力，在下次普通攻击时附加8(+0.4AP)(+等级*7)点法术伤害，最多积蓄三次。
14,火龙的咆哮,q,8/7.5/7/6.5/6秒,50点法力值,对前方喷出一道火焰，造成70/120/170/220/270（+0.6AP）点法术伤害，并减少30%移动速度，持续1.5秒。雷炎龙形态转换为雷炎龙的咆哮:造成的伤害提高30%，并沉默目标1.25秒，射程提高200范围。雷炎龙的咆哮造成91/156/221/286/351（+0.78AP）点法术伤害
14,火龙的煌炎,w,16/15/14/13/12秒,50/55/60/65/70法力,蓄力后向目标投出一个巨型火球，对目标周围造成80/120/160/200/240（+0.5AP）点法术伤害，施法后提高50%的移动速度，持续2秒。雷炎龙形态转换为雷炎龙的煌炎造成的伤害提高30%，延伸200施法距离，提高50%的爆炸范围，移动速度增益变为100%。雷炎龙的煌炎造成104/156/208/260/312(+0.65AP)点法术伤害
14,红莲爆炎刃,e,10秒,65/70/75/80/85法力,纳兹使用灭龙奥义，对自身周围造成70/130/190/250/310（+0.9AP）点法术伤害。雷炎龙形态转换为红莲爆雷刀：造成的伤害提高30%，并击飞周围的单位。红莲爆雷刀造成91/169/247/325/403（+1.17AP）点法术伤害
14,雷炎龙形态,r,70/65/60/55秒,无消耗,开启雷炎龙形态，使其他技能附带雷炎龙效果，并且获得二段技能，红莲凤凰剑，持续12s。红莲凤凰剑：纳兹化为一个火凤凰形态，对前方造成一次强烈的突袭，对碰到的敌人造成100/200/300/400（+0.5AP）点法术伤害
13,沙之守护,被动,无,无,我受罗每10秒获得一层沙之守护，最多叠加6层。当受到普通攻击时，每层沙之守护可减少 3+1%法术强度 的伤害
13,沙缚柩,q,8/7/6/5/4秒,1层沙之守护,召唤一条沙道，对敌方英雄造成50/100/150/200/250（+0.6AP）法术伤害。如果目标处于沙石覆盖状态，眩晕1.5秒并减少20%魔抗，立即刷新沙缚柩CD且5秒内释放不再消耗沙之守护。(沙之守护层数不足时技能释放失败，同时回复一层被动效果)
13,绝对防御,w,14/13/12/11/10秒,1层沙之守护,召唤沙子包裹身体，增加物理和魔法防御20/30/40/50/60点，并为自身附加一个护盾，护盾吸收100/150/200/250/300（+0.7AP）点法术伤害。期间我爱罗无法移动或攻击，普通攻击我爱罗的敌方单位将触发一枚沙弹反击，沙弹可对穿过的所有敌人造成20/30/40/50/60（+0.2AP）点法术伤害。
13,沙之雨,e,9秒,1层沙之守护,在目标区域召唤沙雨，2秒内对范围内敌方单位造成85/150/215/280/345法术伤害，受沙雨影响的单位将被沙石覆盖，减少10%/15%/20%/25%/30%攻击和移动速度，效果持续2秒
13,假寐之术,r,120/100/80秒,无,立即恢复6层沙之守护并进入守鹤状态，增加自身韧性25点，每次收到攻击可增加自身10%法术强度，最多叠加10层。沙之守鹤状态持续8秒内可召唤守鹤之怒，对范围内敌人造成200/360/520（+1.1AP）点法术伤害，并使其被沙石覆盖，移动速度减少40%，持续4秒
12,世界第一公主殿下,被动,3秒,无,普通攻击时可以恢复周围450范围内所有友方英雄10（+0.15AP）点生命值。
12,甩葱歌,q,18秒,60/70/80/90/100,对目标单位施放甩葱歌，引导1/1.5/2/2.5/3秒，期间目标将处于眩晕状态，效果结束后造成50/80/110/140/170（+0.9AP）点法术伤害。
12,初音激唱,w,15秒,60点法力值,对目标注入风暴原子，每秒对其为中心150范围的范围内造成30/55/80/105/130（+0.2AP）点法术伤害，持续8秒。并激活二段技能，立刻瞬移到目标身边（超过1200范围，技能将会失败）。
12,御魔音界,e,24秒,50/60/70/80/90,对友方英雄（包括自己）布下御魔音界，使其技能免疫1.5/2/2.5/3/3.5秒。
12,初音领域,r,100秒,100/225/350,以自身为中心展开领域，为己方所有英雄共同抵挡700/1200/1700（+4.0AP）点伤害，持续5秒；引导施法不会被打断，可以手动关闭。
11,扫荡乾坤·破,q,13秒,无,向前释放一连串扫荡连击。该技能可以主动释放3次。第一击/第二击：造成面前小范围30/55/90/115/130（+0.7额外AD）伤害；第三击：聚集灵气腾空，落地造成大范围伤害，并将附近敌人击退。
11,石猴之力,e,11/10/9/8/7秒,无,孙小美朝着你的鼠标悬停位置进行一次快速冲刺，并且武装上一层护盾，格挡将要来临的最多60/90/120/150/180（+1.0额外AD）点伤害，护盾持续2.5秒。
11,威吓怒吼,w,11/10/9/8/7秒,无,孙小美用金箍棒敲击地面来震慑住周围的敌人，对他们造成50/80/110/140/170（1.0额外AD）点物理伤害和0.7秒的眩晕效果。
11,惊天一击,r,95/80/65秒,,武器激荡着圣灵的能量，在15秒的持续时间里，给予她20%的攻击力加成，并提高她的攻击距离，及伤害类技能的施法范围，并拥有一次使用影翼斩的能力。对命中的敌人造成80/120/160（+0.6全AD）到240/360/480（1.8全AD）物理伤害。敌人的生命值越低造成的伤害越高。
11,越战越勇,被动,无,无,每次使用技能时都会为她的金箍棒充能，下次普通攻击造成额外3+等级*2 / 3+ 装备攻击力/2的伤害，最多可叠加3次充能，但每次攻击只触发一次。
10,伤害流离,被动,0.5秒,无,萨菲罗斯精确察觉到来自敌人的攻击，并将其流离给敌人，将自身每次受到伤害的7%储存，当储存伤害值大于50时会流离50（+0.5AD）点物理伤害给周围500范围内所有敌人，最低触发间隔0.5秒。
10,斩击,q,16/15/14/13/12,68点法力值,延时1.8秒后甩出刀光，击中敌人后可以再次进行追击，每次斩击造成50/80/110/140/170 （+0.6额外AD）点物理伤害。追击：可用时间为4秒，期间使用追击，会冲刺到目标身前进行一次攻击并致使敌人眩晕0.75秒，最大追踪距离为3000范围。
10,暗黑融合术,w,12秒,78点法力值,延时1.5秒后召唤4个暗黑球攻击敌人，每个暗黑球对碰撞到的敌人造成30/45/60/75/90（+0.3AP）法术伤害并降低15%的移动速度，减速效果可以叠加，最多降低60%的移动速度，持续4秒。
10,闪光,e,16/15/14/13/12,58点法力值,自身获得护盾，增加10/15/20/25/30点法术抗性和物理抗性，持续3秒，若期间被攻击，则会获得一次八刀一闪，八刀一闪施法延时1秒，八刀一闪过程中对敌人多次斩击，造成60/110/160/210/260(+0.8额外AD)点物理伤害并眩晕0.75秒。
10,无心天使,r,60/50/40,无消耗,被动效果：增加自身3%/6%/9%最大生命值。主动效果：萨菲罗斯立即进入片翼天使状态，吟唱3秒并对周围所有敌人造成210/350/490（+1.4AP）点法术伤害，吟唱结束会将周围敌人勇气值降为1，持续2秒，勇气值为1敌人会被沉默，并且所有攻击只会对萨菲罗斯造成1点伤害。片翼天使状态持续30秒，期间萨菲罗斯的所有基础技能变为快速释放，片翼天使状态下的基础技能单独计算冷却时间
9,封弊者,被动,无,无,桐人善于隐藏自身实力，其他玩家无法看到其能力值。
9,音速冲击,q,16/15/14/13/12秒,无,对目标发起一次强力的突袭，将途中碰到的所有敌人击退一小段距离，造成30/65/100/135/170（+1.0全AD）点物理伤害，若击退过程中碰到阻挡，则会眩晕目标1.25秒。
9,魔剑侵袭,w,8/7.5/7/6.5/6秒,无,对鼠标方向扇形范围内敌人造成40/90/140/190/240（+1.3额外AD）点物理伤害。并提高自身30/35/40/45/50点攻击力，持续3秒
9,四方斩,e,18/17/16/15/14秒,无,以鼠标指向为基准线，对自身四方射出四道剑影，每道剑影碰到的首个目标会造成:40/65/90/115/140（+0.85额外ad）点物理伤害。并标记其5秒，若未击中目标则会留下一个持续3秒的残影。5秒内可以多次使用二段技能，瞬移到最近具有标记的目标身边，并再次造成40/65/90/115/140（+0.85额外ad）点物理伤害；也可以鼠标右键点击残影，立刻瞬移到残影处。
9,星爆气流斩,r,135/120/105秒,无,施展二刀流上位剑技星爆气流斩，对目标英雄连续造成16连击，每道剑影对碰到的所有单位造成10/25/40（+0.1全ad）点真实伤害。连击期间桐人处于无敌状态。且无法使用主动道具。
8,狂暴补师,被动,无,无,明日奈获得20%攻击速度加成，每次技能命中额外提升10%，最多获得2倍的攻击速度。
8,四倍痛击,q,20/19/18/17/16秒,无消耗,细剑剑技，向前方的敌方单位冲锋。造成20/35/50/65/80（+0.3全AD）点物理伤害。该技能在12内能使用4次。
8,五星撕裂,w,5秒,无,挥舞细剑，瞬间使出5发突刺剑技，造成88/144/200/256/312（+1.75额外AD）点物理伤害，并减低敌方护甲10%/15%/20%/25%/30%，持续3秒。命中单位越多伤害越低，最多攻击5个单位。（击中多人）55/90/125/160/195（+1.75额外AD）每额外击中一个目标都会降低技能的冷却时间0.5秒，最多降低2秒。
8,妖精之舞,e,12秒,,被动：每次使用技能后会对自身周围友方单位施加增益状态。四倍痛击：增加移动速度 1%/2%/3%/4%/5%，最多叠加3层，持续6秒。五星撕裂：增加护甲 2/4/6/8/10，最多叠加3层，持续6秒。圣母圣咏：恢复主动效果造成伤害的20%/30%/40%/50%/60%的生命值。当累计施加了10次增益状态后可以使用主动技能。增加30%/40%/50%/60%/70%的攻击速度和25%移动速度
8,圣母圣咏,r,32秒,无消耗,传承自“绝剑”的十一连击技能，开启后每次普通攻击附加30/60/90（+0.15全ad）真实伤害，最终一击可冲向目标造成100/200/300（+1.2全AD）物理伤害。
7,攻略之神,被动,无,无,桂木桂马拥有2次元领域，范围1000.领域内有玩家被推倒时，桂木桂马提升1点法术强度
7,Flag设定,q,6秒,40法力值,桂木桂马洞悉目标的设定——敌方目标获得死亡Flag，10秒后造成伤害：90/135/180/225/270（+0.9AP）点魔法伤害；己方目标获得恋爱Flag，10秒后恢复40/60/80/100/120（+0.4AP）点生命值。伤害或者恢复效果触发时的作用范围为200，目标死亡会立刻触发。
7,好感度逆转,w,4秒,40点法力值,桂木桂马逆转目标的设定，Flag在逆转后会重新计时。如果目标是敌人，则在5秒内逐渐降低其魔抗30%/40%/50%/60%/70% ；如果目标是友方，则在5秒内逐渐提升移动速度25%/30%/35%/40%/45%。
7,同调,e,12秒,100点法力值,被动效果：提升攻略之神-二次元领域的范1200/1400/1600/1800/2000 ，提升Flag触发效果范围220/240/260/280/300主动效果：瞬间触发神之领域范围内的所有flag。 
7,神之模式,r,75秒,100点法力值,桂木桂马开启神之模式同时攻略多个目标，持续15秒。期间flag设定能同时作用200范围至多4/5/6个英雄单位；好感度逆转的cd降低为3/2/2秒；同调的CD降低为10/9/8秒（降低后的cd享受冷却缩减）。
6,羁绊之心,被动,无,无,周围900范围内，每个友方英雄能提高自身5点/5秒生命恢复；每一个友方英雄不包括自己死亡时，能获得一个羁绊之心，最多保存7个。蓝羽化获得二段能力——真蓝羽化：消耗1个羁绊之心，下4次普通攻击必然暴击，获得空中视野；4次普通攻击暴击效果用完后结束，该状态最多持续7秒
6,机枪模式,q,16/15/14/13/12秒,50/55/60/65/70法力,被动效果：黑岩射手增加15%/20%/25%/30%/35%的攻击速度。获得贯通效果，射程增加70/90/110/130/150，并提高15%/20%/25%/30%/35%攻击速度，持续4秒。所造成的伤害无法被闪避。
6,蓝羽化,w,20/19/18/17/16秒,60/65/70/75/80法力,身法提高到极限，无法被敌人选中，提高35%/40%/45%/50%/55%移动速度；持续2秒。（获得羁绊之心后可以手动开启二段能力）化每次学习技能时将自动获得一个羁绊之心
6,绝对压制,e,8秒,40/45/50/55/60法力,被动效果：周围敌方英雄释放技能时，黑岩射手能锁定住目标1.5秒，锁定期间黑岩射手的普通攻击会减少目标15%护甲持续3秒，并且减少主动技能冷却时间2秒。主动效果：对目标方向发射一个高能量光弹，对碰到的首个敌人产生一次小范围伤害，造成55/90/125/160/195（+0.8额外AD）点物理伤害，光弹飞行距离越远伤害越高，最多造成1.5倍的伤害。
6,巨型光子炮,r,120/100/80秒,100/125/150点法力值,黑岩射手蓄力1.5秒后（出现双方可见指示线），朝目标方向发射光子炮，对击中的单位造成200/350/500（+1.5全额AD）点物理伤害。每击中一个单位提高自身10%的移动速度，持续3秒，最多叠加10层。
5,挽诗,被动,240秒,无,楪祈在濒死时用歌声安抚队友，15秒内恢复己方英雄30%生命值。（该技能在楪祈重生后进入冷却）
5,歌者闇剑,q,24/22/20/18/16秒,80法力值,被动效果:提升楪祈7% 9% 11% 13% 15%的物理攻击力。主动效果:楪祈在8秒内使用自身void进行战斗，攻击变为近战兵提升自身攻击速度和移动速度40%/48%/56%/64%/72%，攻击速度和移动速度在持续期间内会衰减
5,涯-领袖之枪,w,8/7/6/5/4秒,30/35/40/45/50法力值,被动效果:楪祈每3次普通攻击造成30/55/80/105/130（+0.4全AD）点额外法术伤害。主动效果:重置普攻并附带额外伤害。
5,本我黯甲,e,11/10.5/10/9.5/9秒,50/55/60/65/70法力值,楪祈幻化盔甲，抵挡100/165/230/295/360（+1.0AP）点伤害，持续2秒，如果铠甲被击溃将降低一半冷却
